project,req_id,text,type,priority,hybrid_label,source,filename,n_chars,n_words
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,18,"Anchor ve hedef düuc0u287 ümlerde kullanu305 lan UWB ve Wi-Fi donanu305 mu305 , kapalu305 laboratuvar ortamu305 nda kararlu305 ve kesintisiz veri iletimini desteklemelidir.",NFR,Must,NFR-Must,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,172,23
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,19,"Sistem, deney boyunca zaman senkronizasyonu kaynakluc0u305 hatalaru305 en aza indirecek u351 ekilde veri toplama ve kaydetme süreçlerini uyumlu çalu305 u351 tu305 rmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,180,24
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,20,"Konumlanduc0u305 rma algoritmalaru305 nu305 n çalu305 u351 tu305 u287 u305 yazu305 lu305 m bileu351 enleri, laboratuvar ortamu305 ndaki tipik yük altu305 nda hata vermeden kesintisiz çalu305 u351 malu305 du305 r.",NFR,Must,NFR-Must,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,212,30
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,21,"Sistem, UWB ve Wi-Fi sinyallerinin duvar, mobilya ve cihazlardan kaynakluc0u305 yansu305 malaru305 na rau287 men kabul edilebilir dou287 rulukta konum tahmini yapabilecek dayanu305 klu305 lu305 kta tasarlanmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,222,29
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,22,"Sistem, deney ortamuc0u305 nda en az iki anchor ve bir hedef düu287 ümden gelen verileri eu351 zamanlu305 iu351 lerken belirgin performans kaybu305 yau351 amamalu305 du305 r.",NFR,Should,NFR-Should,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,174,26
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,23,"Veri toplama ve konum hesaplama süreçleri, ileride eklenebilecek yeni algoritmalar ve sensör türleri için geniuc0u351 letilebilir bir yazu305 lu305 m mimarisi sunmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,178,24
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,24,"Unity arayüzü, konumlanduc0u305 rma sahnesini farklu305 kamera açu305 laru305 ve yaku305 nlau351 tu305 rma seviyeleriyle aku305 cu305 biçimde görüntüleyebilmelidir.",NFR,Should,NFR-Should,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,164,19
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,25,"Sistem, deney verilerini ve konum tahmin sonuçlaruc0u305 nu305 daha sonra analiz edilebilmesi için güvenilir bir biçimde dosya veya veri tabanu305 nda saklamalu305 du305 r.",NFR,Should,NFR-Should,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,172,24
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,26,"Sistem, konumlanduc0u305 rma hatasu305 belirli bir eu351 ik deu287 erin üzerine çu305 ktu305 u287 u305 nda kullanu305 cu305 ya görsel veya metinsel uyaru305 mesaju305 gösterebilmelidir.",NFR,Could,NFR-Could,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,185,25
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,27,"Sistem, farkluc0u305 deney senaryolaru305 na ait sonuçlaru305 senaryo adu305 ve tarih bilgisiyle aru351 ivleyerek karu351 u305 lau351 tu305 rmalu305 analiz yapu305 lmasu305 na imkân vermelidir.",NFR,Could,NFR-Could,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,193,25
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,28,"Unity arayüzü, renk körlüuc0u287 ü veya düu351 ük görme yetisine sahip kullanu305 cu305 lar için yüksek kontrastlu305 bir tema seçeneu287 i sunabilmelidir.",NFR,Could,NFR-Could,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,155,22
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,29,"Sistem, konumlanduc0u305 rma performansu305 ndaki uzun dönemli deu287 iu351 imleri izlemek amacu305 yla ortalama hata ve varyans gibi metrikleri grafiksel panelde gösterebilmelidir.",NFR,Could,NFR-Could,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,181,22
Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi,30,"Sistem, donanuc0u305 m aru305 zasu305 veya bau287 lantu305 kaybu305 durumlaru305 nu305 tespit ederek deney yürütücüsüne log kaydu305 veya bildirim ile geri bildirim sau287 layabilmelidir.",NFR,Could,NFR-Could,ETU,Wi-Fi ve UWB Kablosuz Teknolojilerini Kullanarak Ic Ortamda Unity Platformu Araclgyla Gercek Zamanl Konum Takibi.xml,187,24
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,1,"Sistem, kullanıcıdan alınan senkronize video ve ses girdilerini (kamera ve mikrofon) otomatik olarak toplayarak sunucuya iletebilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,137,16
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,2,"Sistem, her bir konuşma ifadesini (utterance) video karelerine ve ilgili ses segmentine ayırarak zaman açısından hizalamalıdır.",FR,Must,FR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,127,16
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,3,"Sistem, her kare üzerinde yüz algılama gerçekleştirerek hem tam kare görüntüyü hem de kırpılmış yüz bölgesini çıkarabilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,127,17
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,4,"Sistem, görsel veriden CNN tabanlı uzamsal özellikleri ve LSTM tabanlı zamansal özellikleri, ses verisinden ise Mel-spektrogramlar üzerinden özellikleri otomatik olarak çıkarmalıdır.",FR,Must,FR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,182,21
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,5,"Sistem, görsel ve işitsel modalitelerden elde edilen gömülü özellikleri birleştirerek yedi duygudan birini (neutral, joy, sadness, anger, surprise, fear, disgust) tahmin eden bir duygu etiketi üretmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,205,26
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,6,"Sistem, değişken uzunluktaki konuşma dizilerini aynı batch içinde işleyebilmek için dinamik zaman hizalaması ve batch bazlı padding stratejisi uygulayabilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,162,19
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,7,"Sistem, eğitim sırasında ses verisine perde kaydırma ve gürültü ekleme; görüntü verisine yatay çevirme, döndürme ve renk jitter gibi veri artırma işlemleri uygulayabilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,175,23
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,8,"Sistem, kullanıcıya web arayüzü üzerinden gerçek zamanlı duygu tanıma demosu sunmalı ve tahmin edilen duyguyu ekranda anlık olarak gösterebilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,149,19
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,9,"Sistem, gerçekleştirilen her tahmin için zaman damgası, modalite bilgisi ve tahmin sonucu içeren bir kayıt oluşturarak analiz edilebilir hale getirmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,155,20
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,10,"Sistem, harici uygulamaların çoklu-modlu veriyi gönderebilmesi ve duygu tahmini alabilmesi için REST tabanlı bir tahmin uç noktası (API endpoint) sağlayabilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,164,20
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,11,"Sistem, MELD dışında CREMA-D gibi farklı veri setleri üzerinde de değerlendirme yapılmasına imkan veren bir test modu sunabilir.",FR,Could,FR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,128,18
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,12,"Sistem, yönetici panelinde sınıf bazlı doğruluk, F1 skorları ve karışıklık matrisi gibi değerlendirme çıktılarının görsel raporlarını üretebilir.",FR,Could,FR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,145,17
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,13,"Sistem, duygu tahmin günlüklerini CSV veya benzeri formatlarda dışa aktarma özelliği sağlayabilir.",FR,Could,FR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,98,12
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,14,"Sistem, belirli duygular uzun süre baskın olduğunda uyarı üretecek izleme mekanizması sunabilir.",FR,Could,FR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,96,12
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,15,"Sistem, yapılandırma dosyası üzerinden farklı model varyantlarının seçilip denenmesine izin verebilir.",FR,Could,FR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,102,11
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,16,"Sistem, hafif bir mimariye sahip olmalı ve standart mobil cihazlarda gerçek zamana yakın tepki süreleriyle çalışabilecek şekilde tasarlanmalıdır.",NFR,Must,NFR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,145,18
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,17,"Eğitim ve çıkarım süreçleri, GPU bellek kısıtları göz önünde bulundurularak batch boyutu kontrolü, bellek optimizasyonu ve mixed precision teknikleri ile yürütülmelidir.",NFR,Must,NFR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,169,21
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,18,"Sistem, gerçek zamanlı veri işleme sırasında düşük gecikme süresi sağlayacak şekilde optimize edilmelidir.",NFR,Must,NFR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,106,13
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,19,"Sistem, kullanıcı verilerinin gizliliğini korumak amacıyla güvenli veri aktarımı ve saklama yöntemleri kullanmalıdır.",NFR,Must,NFR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,117,13
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,20,"Sistem, çoklu platformlarda çalışabilecek taşınabilir ve ölçeklenebilir bir mimariye sahip olmalıdır.",NFR,Must,NFR-Must,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,101,11
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,21,"Sistem, model güncellemelerini kesintisiz şekilde dağıtabilmek için modüler model yükleme altyapısı sağlamalıdır.",NFR,Should,NFR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,113,12
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,22,"Sistem, büyük veri kümeleri üzerinde çalışırken bellek ve işlemci kullanımını optimize eden veri işleme teknikleri kullanmalıdır.",NFR,Should,NFR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,129,16
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,23,"Sistem, hataları izlemek ve performansı analiz etmek için kapsamlı loglama mekanizmaları içermelidir.",NFR,Should,NFR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,101,12
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,24,"Sistem, ağ bağlantısının zayıf olduğu durumlarda temel işlevleri sürdürebilecek hata tolerans mekanizmaları sağlamalıdır.",NFR,Should,NFR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,121,13
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,25,"Sistem, kullanıcı arayüzünde erişilebilirlik standartlarını destekleyecek şekilde tasarlanmalıdır.",NFR,Should,NFR-Should,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,98,8
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,26,"Sistem, paralel işlem teknikleri kullanarak çoklu veri akışlarını eş zamanlı analiz edebilir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,93,12
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,27,"Sistem, duygu analiz sonuçlarını JSON veya XML formatında dışa aktarabilir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,75,10
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,28,"Sistem, performans sonuçlarını grafiksel paneller üzerinden görselleştirebilir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,79,7
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,29,"Sistem, model performansını artırmak için otomatik hiperparametre optimizasyon modülü içerebilir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,97,10
Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma,30,"Sistem, geliştirici eğitimini desteklemek amacıyla model çıktılarının görsel ve etkileşimli analiz araçlarını sunabilir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Etkilesimi icin Otomatik Cok Modlu Duygu Tanma.xml,120,13
Yapay Zeka Sumo Robotu,1,"Sumo robot, ön ve yanlara yerleuc0u351 tirilen ultrasonik mesafe sensörlerinden aldu305 u287 u305 verilerle rakip robotun konumunu algu305 layabilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Sumo Robotu.xml,154,19
Yapay Zeka Sumo Robotu,2,"Sumo robot, TCRT5000 çizgi sensörlerinden alduc0u305 u287 u305 verilerle dohyo üzerindeki beyaz su305 nu305 r çizgisini algu305 layabilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Sumo Robotu.xml,143,18
Yapay Zeka Sumo Robotu,3,"Sumo robot, suc0u305 nu305 r çizgisini algu305 ladu305 u287 u305 nda ring du305 u351 u305 na çu305 kmamak için geri çekilme veya yön deu287 iu351 tirme manevrasu305 yapabilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Sumo Robotu.xml,180,28
Yapay Zeka Sumo Robotu,4,"Arduino UNO tabanluc0u305 kontrol kartu305 , L298N motor sürücü üzerinden her iki taraftaki DC motorlaru305 n hu305 z ve yön kontrolünü bau287 u305 msu305 z olarak gerçekleu351 tirebilmelidir.",FR,Must,FR-Must,ETU,Yapay Zeka Sumo Robotu.xml,192,28
Yapay Zeka Sumo Robotu,5,"Sumo robot, maç bauc0u351 ladu305 ktan sonra herhangi bir du305 u351 komut almadan sensör verilerine göre otonom olarak hareket etmeli ve rakibi ring du305 u351 u305 na itmeye çalu305 u351 malu305 du305 r.",FR,Must,FR-Must,ETU,Yapay Zeka Sumo Robotu.xml,205,33
Yapay Zeka Sumo Robotu,6,"Kontrol yazuc0u305 lu305 mu305 , rakibin mesafesine göre motor hu305 zu305 nu305 ayarlayarak yaku305 n mesafede daha agresif, uzak mesafede ise arama manevralaru305 uygulayabilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Sumo Robotu.xml,184,24
Yapay Zeka Sumo Robotu,7,"Kontrol yazuc0u305 lu305 mu305 , çizgi ve mesafe sensörlerinden gelen verileri birleu351 tirerek hem rakibe yaklau351 ma hem de ring du305 u351 u305 na çu305 kmaktan kaçu305 nma stratejilerini koordine edebilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Sumo Robotu.xml,216,31
Yapay Zeka Sumo Robotu,8,"Sumo robot, seri port üzerinden sensör deuc0u287 erleri ve motor komutlaru305 nu305 çu305 ktu305 olarak vererek test ve kalibrasyon sürecini destekleyebilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Sumo Robotu.xml,162,21
Yapay Zeka Sumo Robotu,9,"Kontrol yazuc0u305 lu305 mu305 , farklu305 saldu305 ru305 ve savunma stratejilerini seçebilmek için parametre tabanlu305 davranu305 u351 modlaru305 nu305 (örneu287 in agresif, dengeli, savunmacu305 ) destekleyebilmelidir.",FR,Should,FR-Should,ETU,Yapay Zeka Sumo Robotu.xml,221,26
Yapay Zeka Sumo Robotu,10,"Sumo robot, maç bauc0u351 langu305 cu305 nda hakem komutu veya bau351 latma tuu351 u sonrasu305 ku305 sa bir gecikme süresinden sonra otomatik olarak hareket etmeye bau351 lamalu305 du305 r.",FR,Should,FR-Should,ETU,Yapay Zeka Sumo Robotu.xml,190,29
Yapay Zeka Sumo Robotu,11,"Sumo robot, rakibin son birkaç konumunu dikkate alarak olasuc0u305 hareket yönünü tahmin eden yapay zeka tabanlu305 bir saldu305 ru305 algoritmasu305 kullanabilmelidir.",FR,Could,FR-Could,ETU,Yapay Zeka Sumo Robotu.xml,168,21
Yapay Zeka Sumo Robotu,12,"Sumo robot, çizgi sensörlerinden gelen farkluc0u305 yönlerdeki sinyallere göre ring su305 nu305 ru305 na en yaku305 n tekerlek tarafu305 nu305 daha hu305 zlu305 geri çekerek daha çevik kaçu305 u351 manevralaru305 yapabilmelidir.",FR,Could,FR-Could,ETU,Yapay Zeka Sumo Robotu.xml,228,31
Yapay Zeka Sumo Robotu,13,"Sistem, maç suc0u305 rasu305 nda gerçekleu351 en sensör okumalaru305 , motor komutlaru305 ve karar anlaru305 nu305 daha sonra analiz edilebilmesi için hafu305 zaya kaydedebilmelidir.",FR,Could,FR-Could,ETU,Yapay Zeka Sumo Robotu.xml,182,24
Yapay Zeka Sumo Robotu,14,"Sumo robot, rakip alguc0u305 lanamadu305 u287 u305 nda ringin merkezine dönmeye veya dairesel arama hareketi yapmaya yönelik bir tarama davranu305 u351 u305 gerçekleu351 tirebilmelidir.",FR,Could,FR-Could,ETU,Yapay Zeka Sumo Robotu.xml,185,24
Yapay Zeka Sumo Robotu,15,"Sumo robot, euc0u287 itim veya gösteri modunda rakip olmadan sadece çizgi takibi ve su305 nu305 rdan kaçu305 nma davranu305 u351 laru305 nu305 sergileyebileceu287 i ayru305 bir çalu305 u351 ma moduna sahip olabilmelidir.",FR,Could,FR-Could,ETU,Yapay Zeka Sumo Robotu.xml,220,32
Yapay Zeka Sumo Robotu,16,"Sumo robotun gövde ölçüleri ve toplam auc0u287 u305 rlu305 u287 u305 , seçilen sumo robot kategorisinin ilgili dohyo ve boyut kurallaru305 na uygun olmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Yapay Zeka Sumo Robotu.xml,166,26
Yapay Zeka Sumo Robotu,17,"Robot, sensör bir rakibi alguc0u305 ladu305 ktan sonra motor komutu üretmeye kadar geçen süreyi, rakip hareketlerine etkili tepki verebilecek kadar düu351 ük tutmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Yapay Zeka Sumo Robotu.xml,177,25
Yapay Zeka Sumo Robotu,18,"PLA malzemeden üretilen uc0u351 ase, maç boyunca oluu351 abilecek çarpu305 u351 malara ve titreu351 imlere mekanik olarak dayanabilecek sau287 lamlu305 kta olmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Yapay Zeka Sumo Robotu.xml,174,24
Yapay Zeka Sumo Robotu,19,"Kullanuc0u305 lan 18650 lityum-iyon bataryalar, bir turnuva süresince planlanan maç sayu305 su305 nu305 tamamlayacak yeterli çalu305 u351 ma süresini sau287 layabilmelidir.",NFR,Must,NFR-Must,ETU,Yapay Zeka Sumo Robotu.xml,172,21
Yapay Zeka Sumo Robotu,20,"Sumo robotun elektriksel bauc0u287 lantu305 laru305 ve kablolamasu305 , yüksek aku305 m çeken motorlar çalu305 u351 u305 rken gevu351 eme, kopma veya ku305 sa devreye neden olmayacak u351 ekilde güvenli biçimde yapu305 lmu305 u351 olmalu305 du305 r.",NFR,Must,NFR-Must,ETU,Yapay Zeka Sumo Robotu.xml,249,37
Yapay Zeka Sumo Robotu,21,"LM2596 voltaj regülatörü, kullanuc0u305 lan giriu351 gerilimini kontrol kartu305 ve sensörler için kararlu305 ve gürültüsü düu351 ük bir çu305 ku305 u351 gerilimine dönüu351 türecek u351 ekilde yapu305 landu305 ru305 lmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Yapay Zeka Sumo Robotu.xml,234,32
Yapay Zeka Sumo Robotu,22,"L298N motor sürücü, motorlaruc0u305 n maksimum aku305 m deu287 erlerini karu351 u305 layacak ve au351 u305 ru305 u305 su305 nma olmadan sürekli çalu305 u351 mayu305 destekleyecek u351 ekilde sou287 utulmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Yapay Zeka Sumo Robotu.xml,218,32
Yapay Zeka Sumo Robotu,23,"Arduino UNO üzerinde çaluc0u305 u351 an kontrol yazu305 lu305 mu305 , bellek ve iu351 lemci kaynaklaru305 nu305 verimli kullanmalu305 ve beklenmeyen kilitlenmelere yol açmamalu305 du305 r.",NFR,Should,NFR-Should,ETU,Yapay Zeka Sumo Robotu.xml,188,26
Yapay Zeka Sumo Robotu,24,"Robotun sensörleri, sumo ringinin ayduc0u305 nlatma kou351 ullaru305 na ve zemin rengine rau287 men güvenilir algu305 lama performansu305 sunacak u351 ekilde kalibre edilmelidir.",NFR,Should,NFR-Should,ETU,Yapay Zeka Sumo Robotu.xml,178,23
Yapay Zeka Sumo Robotu,25,"Sumo robotun montajuc0u305 , baku305 m ve parça deu287 iu351 imi gerektiu287 inde ku305 sa sürede sökülüp taku305 labilecek u351 ekilde modüler tasarlanmalu305 du305 r.",NFR,Should,NFR-Should,ETU,Yapay Zeka Sumo Robotu.xml,168,25
Yapay Zeka Sumo Robotu,26,"Robot, batarya deuc0u287 iu351 im süresini en aza indirmek için kolay eriu351 ilebilir ve hu305 zlu305 çu305 karu305 labilir batarya yuvasu305 na sahip olabilmelidir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Sumo Robotu.xml,166,24
Yapay Zeka Sumo Robotu,27,"Sistem, açuc0u305 lu305 u351 ta sensörlerin temel çalu305 u351 ma durumunu kontrol eden basit bir öz tanu305 lama (self-test) rutini çalu305 u351 tu305 rabilmelidir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Sumo Robotu.xml,165,24
Yapay Zeka Sumo Robotu,28,"Robot üzerinde, güç durumu, sensör alguc0u305 lama ve hata durumlaru305 nu305 gösteren LED tabanlu305 basit bir durum gösterge sistemi bulunabilmelidir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Sumo Robotu.xml,152,20
Yapay Zeka Sumo Robotu,29,"Kontrol yazuc0u305 lu305 mu305 , gelecekte daha geliu351 miu351 yapay zeka algoritmalaru305 veya ek sensörlerin eklenmesine imkân verecek u351 ekilde modüler ve geniu351 letilebilir bir yapu305 da tasarlanabilmelidir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Sumo Robotu.xml,217,28
Yapay Zeka Sumo Robotu,30,"Sumo robot, olasuc0u305 elektriksel aru305 zalar veya ku305 sa devre durumlaru305 nda bataryayu305 devreden ayu305 ran sigorta veya koruma devreleri ile donatu305 labilmelidir.",NFR,Could,NFR-Could,ETU,Yapay Zeka Sumo Robotu.xml,176,23
Yeni Tip Ckarmlara Sahip Programlama Dilleri,1,"Sistem, Dunfield–Krishnaswami (DK) algoritmasının Scala dilinde çalışan tam bir implementasyonunu sağlamalıdır.",FR,Must,FR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,111,11
Yeni Tip Ckarmlara Sahip Programlama Dilleri,2,"Sistem, derivation tree (türetim ağacı) yapısını oluşturarak her type-checking adımını bir düğüm olarak kaydedebilmelidir.",FR,Must,FR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,122,14
Yeni Tip Ckarmlara Sahip Programlama Dilleri,3,"Sistem, DFS ve pretty-print yöntemlerini kullanarak türetim ağacını okunabilir şekilde yazdırabilmelidir.",FR,Must,FR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,105,11
Yeni Tip Ckarmlara Sahip Programlama Dilleri,4,"Sistem, hem “check” hem “infer” modlarında tip çıkarımı yapabilmeli ve uygun türleri belirleyebilmelidir.",FR,Must,FR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,105,13
